Year,State,Commodity,Criteria,Value
2010,OHIO,SOYBEANS,ACRES PLANTED,4600000
2009,OHIO,SOYBEANS,ACRES PLANTED,4550000
2008,OHIO,SOYBEANS,ACRES PLANTED,4500000
2007,OHIO,SOYBEANS,ACRES PLANTED,4250000
2006,OHIO,SOYBEANS,ACRES PLANTED,4650000
2005,OHIO,SOYBEANS,ACRES PLANTED,4500000
2004,OHIO,SOYBEANS,ACRES PLANTED,4450000
2003,OHIO,SOYBEANS,ACRES PLANTED,4300000
2002,OHIO,SOYBEANS,ACRES PLANTED,4750000
2001,OHIO,SOYBEANS,ACRES PLANTED,4600000
2000,OHIO,SOYBEANS,ACRES PLANTED,4450000
2015,OKLAHOMA,SOYBEANS,ACRES PLANTED,395000
2015,OKLAHOMA,SOYBEANS,ACRES PLANTED,450000
2014,OKLAHOMA,SOYBEANS,ACRES PLANTED,375000
2014,OKLAHOMA,SOYBEANS,ACRES PLANTED,340000
2013,OKLAHOMA,SOYBEANS,ACRES PLANTED,345000
2013,OKLAHOMA,SOYBEANS,ACRES PLANTED,410000
2012,OKLAHOMA,SOYBEANS,ACRES PLANTED,420000
2012,OKLAHOMA,SOYBEANS,ACRES PLANTED,375000
2011,OKLAHOMA,SOYBEANS,ACRES PLANTED,440000
2010,OKLAHOMA,SOYBEANS,ACRES PLANTED,500000
2009,OKLAHOMA,SOYBEANS,ACRES PLANTED,405000
2008,OKLAHOMA,SOYBEANS,ACRES PLANTED,400000
2007,OKLAHOMA,SOYBEANS,ACRES PLANTED,190000
2006,OKLAHOMA,SOYBEANS,ACRES PLANTED,310000
2005,OKLAHOMA,SOYBEANS,ACRES PLANTED,325000
2004,OKLAHOMA,SOYBEANS,ACRES PLANTED,320000
2003,OKLAHOMA,SOYBEANS,ACRES PLANTED,270000
2002,OKLAHOMA,SOYBEANS,ACRES PLANTED,280000
2001,OKLAHOMA,SOYBEANS,ACRES PLANTED,415000
2000,OKLAHOMA,SOYBEANS,ACRES PLANTED,440000
2015,OTHER STATES,SOYBEANS,ACRES PLANTED,0
2015,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,580000
2015,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,650000
2014,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,570000
2014,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,590000
2013,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,560000
2013,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,560000
2012,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,530000
2012,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,500000
2011,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,500000
2010,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,500000
2009,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,450000
2008,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,435000
2007,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,435000
2006,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,430000
2005,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,430000
2004,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,430000
2003,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,380000
2002,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,405000
2001,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,400000
2000,PENNSYLVANIA,SOYBEANS,ACRES PLANTED,390000
2015,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,475000
2015,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,430000
2014,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,450000
2014,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,360000
2013,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,320000
2013,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,370000
2012,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,380000
2012,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,370000
2011,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,370000
2010,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,465000
2009,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,590000
2008,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,540000
2007,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,460000
2006,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,400000
2005,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,430000
2004,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,540000
2003,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,430000
2002,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,435000
2001,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,440000
2000,SOUTH CAROLINA,SOYBEANS,ACRES PLANTED,450000
2015,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,5150000
2015,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,5150000
2014,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,5150000
2014,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4800000
2013,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4600000
2013,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4600000
2012,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4750000
2012,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4300000
2011,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4100000
2010,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4200000
2009,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4250000
2008,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4100000
2007,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,3250000
2006,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,3950000
2005,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,3900000
2004,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4150000
2003,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4250000
2002,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4250000
2001,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4500000
2000,SOUTH DAKOTA,SOYBEANS,ACRES PLANTED,4400000
2015,TENNESSEE,SOYBEANS,ACRES PLANTED,1750000
2015,TENNESSEE,SOYBEANS,ACRES PLANTED,1800000
2014,TENNESSEE,SOYBEANS,ACRES PLANTED,1640000
2014,TENNESSEE,SOYBEANS,ACRES PLANTED,1600000
2013,TENNESSEE,SOYBEANS,ACRES PLANTED,1580000
2013,TENNESSEE,SOYBEANS,ACRES PLANTED,1360000
2012,TENNESSEE,SOYBEANS,ACRES PLANTED,1260000
2012,TENNESSEE,SOYBEANS,ACRES PLANTED,1240000
2011,TENNESSEE,SOYBEANS,ACRES PLANTED,1290000
2010,TENNESSEE,SOYBEANS,ACRES PLANTED,1450000
2009,TENNESSEE,SOYBEANS,ACRES PLANTED,1570000
2008,TENNESSEE,SOYBEANS,ACRES PLANTED,1490000
2007,TENNESSEE,SOYBEANS,ACRES PLANTED,1080000
2006,TENNESSEE,SOYBEANS,ACRES PLANTED,1160000
2005,TENNESSEE,SOYBEANS,ACRES PLANTED,1130000
2004,TENNESSEE,SOYBEANS,ACRES PLANTED,1210000
2003,TENNESSEE,SOYBEANS,ACRES PLANTED,1150000
2002,TENNESSEE,SOYBEANS,ACRES PLANTED,1160000
2001,TENNESSEE,SOYBEANS,ACRES PLANTED,1070000
2000,TENNESSEE,SOYBEANS,ACRES PLANTED,1180000
2015,TEXAS,SOYBEANS,ACRES PLANTED,130000
2015,TEXAS,SOYBEANS,ACRES PLANTED,145000
2014,TEXAS,SOYBEANS,ACRES PLANTED,155000
2014,TEXAS,SOYBEANS,ACRES PLANTED,145000
2013,TEXAS,SOYBEANS,ACRES PLANTED,105000
2013,TEXAS,SOYBEANS,ACRES PLANTED,120000
2012,TEXAS,SOYBEANS,ACRES PLANTED,125000
2012,TEXAS,SOYBEANS,ACRES PLANTED,125000
2011,TEXAS,SOYBEANS,ACRES PLANTED,165000
2010,TEXAS,SOYBEANS,ACRES PLANTED,205000
2009,TEXAS,SOYBEANS,ACRES PLANTED,215000
2008,TEXAS,SOYBEANS,ACRES PLANTED,230000
2007,TEXAS,SOYBEANS,ACRES PLANTED,95000
2006,TEXAS,SOYBEANS,ACRES PLANTED,225000
2005,TEXAS,SOYBEANS,ACRES PLANTED,260000
2004,TEXAS,SOYBEANS,ACRES PLANTED,290000
2003,TEXAS,SOYBEANS,ACRES PLANTED,200000
2002,TEXAS,SOYBEANS,ACRES PLANTED,230000
2001,TEXAS,SOYBEANS,ACRES PLANTED,260000
2000,TEXAS,SOYBEANS,ACRES PLANTED,290000
2015,VIRGINIA,SOYBEANS,ACRES PLANTED,630000
2015,VIRGINIA,SOYBEANS,ACRES PLANTED,650000
2014,VIRGINIA,SOYBEANS,ACRES PLANTED,650000
2014,VIRGINIA,SOYBEANS,ACRES PLANTED,600000
2013,VIRGINIA,SOYBEANS,ACRES PLANTED,610000
2013,VIRGINIA,SOYBEANS,ACRES PLANTED,570000
2012,VIRGINIA,SOYBEANS,ACRES PLANTED,590000
2012,VIRGINIA,SOYBEANS,ACRES PLANTED,590000
2011,VIRGINIA,SOYBEANS,ACRES PLANTED,560000
2010,VIRGINIA,SOYBEANS,ACRES PLANTED,560000
2009,VIRGINIA,SOYBEANS,ACRES PLANTED,580000
2008,VIRGINIA,SOYBEANS,ACRES PLANTED,580000
2007,VIRGINIA,SOYBEANS,ACRES PLANTED,510000
2006,VIRGINIA,SOYBEANS,ACRES PLANTED,520000
2005,VIRGINIA,SOYBEANS,ACRES PLANTED,530000
2004,VIRGINIA,SOYBEANS,ACRES PLANTED,540000
2003,VIRGINIA,SOYBEANS,ACRES PLANTED,500000
2002,VIRGINIA,SOYBEANS,ACRES PLANTED,490000
2001,VIRGINIA,SOYBEANS,ACRES PLANTED,500000
2000,VIRGINIA,SOYBEANS,ACRES PLANTED,490000
2015,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,27000
2015,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,28000
2014,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,27000
2014,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,24000
2013,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,23000
2013,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,21000
2012,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,21000
2012,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,19000
2011,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,20000
2010,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,20000
2009,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,20000
2008,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,19000
2007,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,15000
2006,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,17000
2005,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,18000
2004,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,19000
2003,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,16000
2002,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,18000
2001,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,17000
2000,WEST VIRGINIA,SOYBEANS,ACRES PLANTED,16000
2015,WISCONSIN,SOYBEANS,ACRES PLANTED,1880000
2015,WISCONSIN,SOYBEANS,ACRES PLANTED,1850000
2014,WISCONSIN,SOYBEANS,ACRES PLANTED,1800000
2014,WISCONSIN,SOYBEANS,ACRES PLANTED,1750000
2013,WISCONSIN,SOYBEANS,ACRES PLANTED,1580000
2013,WISCONSIN,SOYBEANS,ACRES PLANTED,1700000
2012,WISCONSIN,SOYBEANS,ACRES PLANTED,1710000
2012,WISCONSIN,SOYBEANS,ACRES PLANTED,1680000
2011,WISCONSIN,SOYBEANS,ACRES PLANTED,1620000
2010,WISCONSIN,SOYBEANS,ACRES PLANTED,1640000
2009,WISCONSIN,SOYBEANS,ACRES PLANTED,1630000
2008,WISCONSIN,SOYBEANS,ACRES PLANTED,1610000
2007,WISCONSIN,SOYBEANS,ACRES PLANTED,1400000
2006,WISCONSIN,SOYBEANS,ACRES PLANTED,1650000
2005,WISCONSIN,SOYBEANS,ACRES PLANTED,1610000
2004,WISCONSIN,SOYBEANS,ACRES PLANTED,1600000
2003,WISCONSIN,SOYBEANS,ACRES PLANTED,1720000
2002,WISCONSIN,SOYBEANS,ACRES PLANTED,1540000
2001,WISCONSIN,SOYBEANS,ACRES PLANTED,1600000
2000,WISCONSIN,SOYBEANS,ACRES PLANTED,1550000
2015,ALABAMA,SOYBEANS,ACRES HARVESTED,490000
2015,ALABAMA,SOYBEANS,ACRES HARVESTED,480000
2015,ALABAMA,SOYBEANS,ACRES HARVESTED,480000
2015,ALABAMA,SOYBEANS,ACRES HARVESTED,490000
2015,ALABAMA,SOYBEANS,ACRES HARVESTED,490000
2015,ALABAMA,SOYBEANS,ACRES HARVESTED,480000
2014,ALABAMA,SOYBEANS,ACRES HARVESTED,470000
2014,ALABAMA,SOYBEANS,ACRES HARVESTED,500000
2014,ALABAMA,SOYBEANS,ACRES HARVESTED,500000
2014,ALABAMA,SOYBEANS,ACRES HARVESTED,490000
2014,ALABAMA,SOYBEANS,ACRES HARVESTED,490000
2014,ALABAMA,SOYBEANS,ACRES HARVESTED,500000
2013,ALABAMA,SOYBEANS,ACRES HARVESTED,430000
2013,ALABAMA,SOYBEANS,ACRES HARVESTED,410000
2013,ALABAMA,SOYBEANS,ACRES HARVESTED,420000
2013,ALABAMA,SOYBEANS,ACRES HARVESTED,410000
2012,ALABAMA,SOYBEANS,ACRES HARVESTED,335000
2012,ALABAMA,SOYBEANS,ACRES HARVESTED,325000
2012,ALABAMA,SOYBEANS,ACRES HARVESTED,325000
2012,ALABAMA,SOYBEANS,ACRES HARVESTED,330000
2012,ALABAMA,SOYBEANS,ACRES HARVESTED,330000
2012,ALABAMA,SOYBEANS,ACRES HARVESTED,325000
2011,ALABAMA,SOYBEANS,ACRES HARVESTED,295000
2010,ALABAMA,SOYBEANS,ACRES HARVESTED,345000
2009,ALABAMA,SOYBEANS,ACRES HARVESTED,430000
2008,ALABAMA,SOYBEANS,ACRES HARVESTED,350000
2007,ALABAMA,SOYBEANS,ACRES HARVESTED,185000
2006,ALABAMA,SOYBEANS,ACRES HARVESTED,150000
2005,ALABAMA,SOYBEANS,ACRES HARVESTED,145000
2004,ALABAMA,SOYBEANS,ACRES HARVESTED,190000
2003,ALABAMA,SOYBEANS,ACRES HARVESTED,160000
2002,ALABAMA,SOYBEANS,ACRES HARVESTED,155000
2001,ALABAMA,SOYBEANS,ACRES HARVESTED,135000
2000,ALABAMA,SOYBEANS,ACRES HARVESTED,160000
2015,ARKANSAS,SOYBEANS,ACRES HARVESTED,3170000
2015,ARKANSAS,SOYBEANS,ACRES HARVESTED,3160000
2015,ARKANSAS,SOYBEANS,ACRES HARVESTED,3260000
2015,ARKANSAS,SOYBEANS,ACRES HARVESTED,3160000
2015,ARKANSAS,SOYBEANS,ACRES HARVESTED,3160000
2015,ARKANSAS,SOYBEANS,ACRES HARVESTED,3160000
2014,ARKANSAS,SOYBEANS,ACRES HARVESTED,3200000
2014,ARKANSAS,SOYBEANS,ACRES HARVESTED,3350000
2014,ARKANSAS,SOYBEANS,ACRES HARVESTED,3350000
2014,ARKANSAS,SOYBEANS,ACRES HARVESTED,3300000
2014,ARKANSAS,SOYBEANS,ACRES HARVESTED,3300000
2014,ARKANSAS,SOYBEANS,ACRES HARVESTED,3350000
2013,ARKANSAS,SOYBEANS,ACRES HARVESTED,3240000
2013,ARKANSAS,SOYBEANS,ACRES HARVESTED,3300000
2013,ARKANSAS,SOYBEANS,ACRES HARVESTED,3200000
2013,ARKANSAS,SOYBEANS,ACRES HARVESTED,3300000
2012,ARKANSAS,SOYBEANS,ACRES HARVESTED,3150000
2012,ARKANSAS,SOYBEANS,ACRES HARVESTED,3200000
2012,ARKANSAS,SOYBEANS,ACRES HARVESTED,3200000
2012,ARKANSAS,SOYBEANS,ACRES HARVESTED,3150000
2012,ARKANSAS,SOYBEANS,ACRES HARVESTED,3150000
2012,ARKANSAS,SOYBEANS,ACRES HARVESTED,3200000
2011,ARKANSAS,SOYBEANS,ACRES HARVESTED,3280000
2010,ARKANSAS,SOYBEANS,ACRES HARVESTED,3150000
2009,ARKANSAS,SOYBEANS,ACRES HARVESTED,3270000
2008,ARKANSAS,SOYBEANS,ACRES HARVESTED,3250000
2007,ARKANSAS,SOYBEANS,ACRES HARVESTED,2820000
2006,ARKANSAS,SOYBEANS,ACRES HARVESTED,3070000
2005,ARKANSAS,SOYBEANS,ACRES HARVESTED,3000000
2004,ARKANSAS,SOYBEANS,ACRES HARVESTED,3150000
2003,ARKANSAS,SOYBEANS,ACRES HARVESTED,2890000
2002,ARKANSAS,SOYBEANS,ACRES HARVESTED,2880000
2001,ARKANSAS,SOYBEANS,ACRES HARVESTED,2850000
2000,ARKANSAS,SOYBEANS,ACRES HARVESTED,3150000
2015,DELAWARE,SOYBEANS,ACRES HARVESTED,173000
2015,DELAWARE,SOYBEANS,ACRES HARVESTED,163000
2015,DELAWARE,SOYBEANS,ACRES HARVESTED,163000
2015,DELAWARE,SOYBEANS,ACRES HARVESTED,167000
2015,DELAWARE,SOYBEANS,ACRES HARVESTED,167000
2015,DELAWARE,SOYBEANS,ACRES HARVESTED,163000
2014,DELAWARE,SOYBEANS,ACRES HARVESTED,183000
2014,DELAWARE,SOYBEANS,ACRES HARVESTED,183000
2014,DELAWARE,SOYBEANS,ACRES HARVESTED,183000
2014,DELAWARE,SOYBEANS,ACRES HARVESTED,183000
2014,DELAWARE,SOYBEANS,ACRES HARVESTED,183000
2014,DELAWARE,SOYBEANS,ACRES HARVESTED,183000
2013,DELAWARE,SOYBEANS,ACRES HARVESTED,163000
2013,DELAWARE,SOYBEANS,ACRES HARVESTED,158000
2013,DELAWARE,SOYBEANS,ACRES HARVESTED,163000
2013,DELAWARE,SOYBEANS,ACRES HARVESTED,158000
2012,DELAWARE,SOYBEANS,ACRES HARVESTED,168000
2012,DELAWARE,SOYBEANS,ACRES HARVESTED,178000
2012,DELAWARE,SOYBEANS,ACRES HARVESTED,178000
2012,DELAWARE,SOYBEANS,ACRES HARVESTED,168000
2012,DELAWARE,SOYBEANS,ACRES HARVESTED,168000
2012,DELAWARE,SOYBEANS,ACRES HARVESTED,178000
2011,DELAWARE,SOYBEANS,ACRES HARVESTED,168000
2010,DELAWARE,SOYBEANS,ACRES HARVESTED,173000
2009,DELAWARE,SOYBEANS,ACRES HARVESTED,183000
2008,DELAWARE,SOYBEANS,ACRES HARVESTED,193000
2007,DELAWARE,SOYBEANS,ACRES HARVESTED,155000
2006,DELAWARE,SOYBEANS,ACRES HARVESTED,177000
2005,DELAWARE,SOYBEANS,ACRES HARVESTED,182000
2004,DELAWARE,SOYBEANS,ACRES HARVESTED,208000
2003,DELAWARE,SOYBEANS,ACRES HARVESTED,178000
2002,DELAWARE,SOYBEANS,ACRES HARVESTED,185000
2001,DELAWARE,SOYBEANS,ACRES HARVESTED,201000
2000,DELAWARE,SOYBEANS,ACRES HARVESTED,213000
2015,FLORIDA,SOYBEANS,ACRES HARVESTED,31000
2015,FLORIDA,SOYBEANS,ACRES HARVESTED,33000
2015,FLORIDA,SOYBEANS,ACRES HARVESTED,31000
2014,FLORIDA,SOYBEANS,ACRES HARVESTED,37000
2014,FLORIDA,SOYBEANS,ACRES HARVESTED,37000
2013,FLORIDA,SOYBEANS,ACRES HARVESTED,30000
2012,FLORIDA,SOYBEANS,ACRES HARVESTED,20000
2012,FLORIDA,SOYBEANS,ACRES HARVESTED,23000
2011,FLORIDA,SOYBEANS,ACRES HARVESTED,16000
2010,FLORIDA,SOYBEANS,ACRES HARVESTED,23000
2009,FLORIDA,SOYBEANS,ACRES HARVESTED,34000
2008,FLORIDA,SOYBEANS,ACRES HARVESTED,29000
2007,FLORIDA,SOYBEANS,ACRES HARVESTED,12000
2006,FLORIDA,SOYBEANS,ACRES HARVESTED,5000
2005,FLORIDA,SOYBEANS,ACRES HARVESTED,8000
2004,FLORIDA,SOYBEANS,ACRES HARVESTED,17000
2003,FLORIDA,SOYBEANS,ACRES HARVESTED,12000
2002,FLORIDA,SOYBEANS,ACRES HARVESTED,9000
2001,FLORIDA,SOYBEANS,ACRES HARVESTED,9000
2000,FLORIDA,SOYBEANS,ACRES HARVESTED,15000
2015,GEORGIA,SOYBEANS,ACRES HARVESTED,315000
2015,GEORGIA,SOYBEANS,ACRES HARVESTED,345000
2015,GEORGIA,SOYBEANS,ACRES HARVESTED,345000
2015,GEORGIA,SOYBEANS,ACRES HARVESTED,320000
2015,GEORGIA,SOYBEANS,ACRES HARVESTED,320000
2015,GEORGIA,SOYBEANS,ACRES HARVESTED,345000
2014,GEORGIA,SOYBEANS,ACRES HARVESTED,290000
2014,GEORGIA,SOYBEANS,ACRES HARVESTED,270000
2014,GEORGIA,SOYBEANS,ACRES HARVESTED,270000
2014,GEORGIA,SOYBEANS,ACRES HARVESTED,290000
2014,GEORGIA,SOYBEANS,ACRES HARVESTED,290000
2014,GEORGIA,SOYBEANS,ACRES HARVESTED,270000
2013,GEORGIA,SOYBEANS,ACRES HARVESTED,230000
2013,GEORGIA,SOYBEANS,ACRES HARVESTED,250000
2013,GEORGIA,SOYBEANS,ACRES HARVESTED,220000
2013,GEORGIA,SOYBEANS,ACRES HARVESTED,250000
2012,GEORGIA,SOYBEANS,ACRES HARVESTED,215000
2012,GEORGIA,SOYBEANS,ACRES HARVESTED,180000
2012,GEORGIA,SOYBEANS,ACRES HARVESTED,180000
2012,GEORGIA,SOYBEANS,ACRES HARVESTED,205000
2012,GEORGIA,SOYBEANS,ACRES HARVESTED,205000
2012,GEORGIA,SOYBEANS,ACRES HARVESTED,180000
2011,GEORGIA,SOYBEANS,ACRES HARVESTED,135000
2010,GEORGIA,SOYBEANS,ACRES HARVESTED,255000
2009,GEORGIA,SOYBEANS,ACRES HARVESTED,440000
2008,GEORGIA,SOYBEANS,ACRES HARVESTED,415000
2007,GEORGIA,SOYBEANS,ACRES HARVESTED,285000
2006,GEORGIA,SOYBEANS,ACRES HARVESTED,140000
2005,GEORGIA,SOYBEANS,ACRES HARVESTED,175000
2004,GEORGIA,SOYBEANS,ACRES HARVESTED,270000
2003,GEORGIA,SOYBEANS,ACRES HARVESTED,180000
2002,GEORGIA,SOYBEANS,ACRES HARVESTED,140000
2001,GEORGIA,SOYBEANS,ACRES HARVESTED,155000
2000,GEORGIA,SOYBEANS,ACRES HARVESTED,140000
2015,ILLINOIS,SOYBEANS,ACRES HARVESTED,9720000
2015,ILLINOIS,SOYBEANS,ACRES HARVESTED,10080000
2015,ILLINOIS,SOYBEANS,ACRES HARVESTED,10080000
2015,ILLINOIS,SOYBEANS,ACRES HARVESTED,9830000
2015,ILLINOIS,SOYBEANS,ACRES HARVESTED,9830000
2015,ILLINOIS,SOYBEANS,ACRES HARVESTED,10080000
2014,ILLINOIS,SOYBEANS,ACRES HARVESTED,9770000
2014,ILLINOIS,SOYBEANS,ACRES HARVESTED,10050000
2014,ILLINOIS,SOYBEANS,ACRES HARVESTED,10050000
2014,ILLINOIS,SOYBEANS,ACRES HARVESTED,9850000
2014,ILLINOIS,SOYBEANS,ACRES HARVESTED,9850000
2014,ILLINOIS,SOYBEANS,ACRES HARVESTED,10050000
2013,ILLINOIS,SOYBEANS,ACRES HARVESTED,9480000
2013,ILLINOIS,SOYBEANS,ACRES HARVESTED,9350000
2013,ILLINOIS,SOYBEANS,ACRES HARVESTED,9400000
2013,ILLINOIS,SOYBEANS,ACRES HARVESTED,9350000
2012,ILLINOIS,SOYBEANS,ACRES HARVESTED,8930000
2012,ILLINOIS,SOYBEANS,ACRES HARVESTED,8350000
2012,ILLINOIS,SOYBEANS,ACRES HARVESTED,8570000
2012,ILLINOIS,SOYBEANS,ACRES HARVESTED,8800000
2012,ILLINOIS,SOYBEANS,ACRES HARVESTED,8800000
2012,ILLINOIS,SOYBEANS,ACRES HARVESTED,8350000
2011,ILLINOIS,SOYBEANS,ACRES HARVESTED,8910000
2010,ILLINOIS,SOYBEANS,ACRES HARVESTED,9050000
2009,ILLINOIS,SOYBEANS,ACRES HARVESTED,9350000
2008,ILLINOIS,SOYBEANS,ACRES HARVESTED,9120000
2007,ILLINOIS,SOYBEANS,ACRES HARVESTED,8280000
2006,ILLINOIS,SOYBEANS,ACRES HARVESTED,10050000
2005,ILLINOIS,SOYBEANS,ACRES HARVESTED,9450000
2004,ILLINOIS,SOYBEANS,ACRES HARVESTED,9900000
2003,ILLINOIS,SOYBEANS,ACRES HARVESTED,10260000
2002,ILLINOIS,SOYBEANS,ACRES HARVESTED,10550000
2001,ILLINOIS,SOYBEANS,ACRES HARVESTED,10620000
2000,ILLINOIS,SOYBEANS,ACRES HARVESTED,10450000
2015,INDIANA,SOYBEANS,ACRES HARVESTED,5500000
2015,INDIANA,SOYBEANS,ACRES HARVESTED,5690000
2015,INDIANA,SOYBEANS,ACRES HARVESTED,5690000
2015,INDIANA,SOYBEANS,ACRES HARVESTED,5580000
2015,INDIANA,SOYBEANS,ACRES HARVESTED,5580000
2015,INDIANA,SOYBEANS,ACRES HARVESTED,5690000
2014,INDIANA,SOYBEANS,ACRES HARVESTED,5440000
2014,INDIANA,SOYBEANS,ACRES HARVESTED,5490000
2014,INDIANA,SOYBEANS,ACRES HARVESTED,5490000
2014,INDIANA,SOYBEANS,ACRES HARVESTED,5490000
2014,INDIANA,SOYBEANS,ACRES HARVESTED,5490000
2014,INDIANA,SOYBEANS,ACRES HARVESTED,5490000
2013,INDIANA,SOYBEANS,ACRES HARVESTED,5190000
2013,INDIANA,SOYBEANS,ACRES HARVESTED,5230000
2013,INDIANA,SOYBEANS,ACRES HARVESTED,5180000
2013,INDIANA,SOYBEANS,ACRES HARVESTED,5230000
2012,INDIANA,SOYBEANS,ACRES HARVESTED,5120000
2012,INDIANA,SOYBEANS,ACRES HARVESTED,4990000
2012,INDIANA,SOYBEANS,ACRES HARVESTED,4990000
2012,INDIANA,SOYBEANS,ACRES HARVESTED,5140000
2012,INDIANA,SOYBEANS,ACRES HARVESTED,5140000
2012,INDIANA,SOYBEANS,ACRES HARVESTED,4990000
2011,INDIANA,SOYBEANS,ACRES HARVESTED,5290000
2010,INDIANA,SOYBEANS,ACRES HARVESTED,5330000
2009,INDIANA,SOYBEANS,ACRES HARVESTED,5440000
2008,INDIANA,SOYBEANS,ACRES HARVESTED,5430000
2007,INDIANA,SOYBEANS,ACRES HARVESTED,4790000
2006,INDIANA,SOYBEANS,ACRES HARVESTED,5680000
2005,INDIANA,SOYBEANS,ACRES HARVESTED,5380000
2004,INDIANA,SOYBEANS,ACRES HARVESTED,5520000
2003,INDIANA,SOYBEANS,ACRES HARVESTED,5370000
2002,INDIANA,SOYBEANS,ACRES HARVESTED,5770000
2001,INDIANA,SOYBEANS,ACRES HARVESTED,5590000
2000,INDIANA,SOYBEANS,ACRES HARVESTED,5480000
2015,IOWA,SOYBEANS,ACRES HARVESTED,9800000
2015,IOWA,SOYBEANS,ACRES HARVESTED,9920000
2015,IOWA,SOYBEANS,ACRES HARVESTED,9920000
2015,IOWA,SOYBEANS,ACRES HARVESTED,9820000
2015,IOWA,SOYBEANS,ACRES HARVESTED,9820000
2015,IOWA,SOYBEANS,ACRES HARVESTED,9920000
2014,IOWA,SOYBEANS,ACRES HARVESTED,9770000
